sentence_id	label
FAT_1120-eurl_01_006	OBJ
8000c82a-3817-4861-b90f-966e0e31391a	OBJ
8cc42eb5-eb8e-476f-8c89-1438c68a8ceb	SUBJ
79c1d76c-67cf-4969-8292-6ebfcd4f0ef6	OBJ
0f8c7c77fc09cfee49ae64b5b39fa6fca161688a	SUBJ
3b5a10cf-3eb0-43f9-9245-081b8abda130	SUBJ
229bd88b-0401-49e4-ba17-08f6d9e41b95	OBJ
AJ_15_9	SUBJ
ada01958-993e-4399-be5b-0e80fbf60529	OBJ
8cd70a16-de7f-49de-97f2-591302847f22	SUBJ
MIS_2650-eurl_02_005	OBJ
0f4a5175d73dfda867900ea94494ab0297dc96ff	OBJ
db11a3c2-3212-4ddc-93f1-f10b2d840769	OBJ
f825cf5718eb166f173232442399fbefbea40dd9	SUBJ
72d2375f-5b64-4fe1-8826-2840828cc858	OBJ
cc9947a196b45cce6c7609a30c7959a1c9e0c849	OBJ
ab98c82122d5e88c99f3ea89ff188a97e6ccdb47	SUBJ
fc7db69a-b9a7-4c84-86d1-9ae9f34fb93a	OBJ
6943321d-7b0c-4c0c-9f1d-6ef6665c7bb0	SUBJ
47a722ea-63ac-49c0-aba3-64dcd4407373	OBJ
ceb045e6f1ac9cad7924d7a9e6e431f1d57547f2	OBJ
884e50b6-098d-44ba-91d6-8e9612e3bd62	SUBJ
ebcaedf7fc693d7812e30d7383f963005911792a	SUBJ
3ded33fd-ea67-4d12-b56a-355152a0b484	OBJ
642b18cf-fd42-4aa1-a3b1-9d465ecce797	OBJ
88eb9b82-ab40-4c17-9473-5d149f4920c0	OBJ
9c3221cd-ae1a-43df-99a8-8916a51c5986	SUBJ
940eae41c0b63727953fa5b18e86d2d0ebd48c43	SUBJ
c436430e-c5c0-4a3c-8a72-60ce22487fd0	SUBJ
ec81bef7-95f0-41fe-80a2-4fcbaecbb295	OBJ
AFP_458-eurl_02_025	OBJ
e3035436-c68e-4530-845b-25468c0a0bc0	SUBJ
998f78d6-7d5c-4abf-b622-056c871a7bf4	OBJ
eabf17b4-ff36-40b4-aca3-64212583e3ff	SUBJ
CNN_8_5	OBJ
6da56aff-0903-4215-ba7a-dd8be66ee33f	OBJ
MIS_1906-eurl_03_008	OBJ
d9d39e97-1695-48d0-b7ca-8ea3f01bb7a1	OBJ
c29c6a7d-9bba-4c1a-8432-b5d7436cf61b	OBJ
811f7727-9b20-40b6-b011-13d1c07640a9	SUBJ
d63cf1bc9e46214e21a6bcb75579580d33ccfadf	OBJ
MIS_1862-eurl_03_012	OBJ
9ff2b37c-f156-4824-80d8-8c0a0226bce7	SUBJ
MIS_235-eurl_03_011	OBJ
aad00247-09a5-42eb-afe3-8a7eeecc1573	OBJ
74d870cc-c914-49cc-b39d-ffd8a05ddbc8	OBJ
68427b36-1420-4048-802b-12904e1fae8b	OBJ
eb17b9d6226f02fdd3a7805628540508f2b3c8dc	OBJ
d48c4f7edd5336fc191c79f4a1e4a8b88dc9dfef	OBJ
1c46dbe8-4e04-4667-aed5-138385cb9030	OBJ
ad43ec8f-d9a4-4374-acfe-8bcd7d6661cc	SUBJ
MIS_2120-curl_05_056	OBJ
ae834ca2-289f-4042-90c3-c08d22b3a724	OBJ
f2ad1a69-2726-4240-8e0e-7fd7418d3976	OBJ
MIS_235-eurl_03_013	OBJ
951bf61a8144dfe34b76a43535da48132b32ebcd	OBJ
1dbb26f7032a841719edf3c1dc2fa4ba493a9c52	SUBJ
3a255c76-e716-42e4-92fe-4d4f6019d268	SUBJ
e5eb4a4a-abb8-4ec4-b8bf-86f971a0726f	SUBJ
665a53ca-383b-46d8-b001-363e273a1d90	OBJ
AJ_26_7	OBJ
10d26df8-d022-4888-aa2e-2d5705014b93	SUBJ
ccc10ed9-542d-4b25-a8de-83fc5fd64def	SUBJ
0fd3f0e9-7467-4b97-9d33-a8c1dd4b27c0	SUBJ
b7bedd49-dded-4874-b9bf-6dcd6bfcf665	OBJ
4fc8c72e-7d42-4af5-8d72-df61b0aaf7ff	OBJ
MIS_621-eurl_03_002	OBJ
642b3e699cfe0b7e371f689aef572235e192dee8	OBJ
bae32d7bfba271c9a54a3cd410ea65b8854ce01f	OBJ
c8c352b7eb5515beda1a5037074c954f1ccdb12f	SUBJ
33e4c39d088026e9cb0f6ade401f8f918a21ba36	OBJ
bd3bef8e-c322-464c-aa23-1ff15ae0c6ce	OBJ
MIS_1955-eurl_01_041	SUBJ
b7b28d32332c6e0e5c4961584c55ed0cd2776505	OBJ
d4e36e86-ec1c-435b-8781-2c3947400c9c	SUBJ
3d59a071-a1e3-45c1-8ea5-73b08e9e5fd0	SUBJ
MIS_1466-eurl_01_008	OBJ
CNN_2_27	SUBJ
0a6cd453a976402247f2d6cd498ea5766091f88f	OBJ
37ad2678-bac2-4c73-8e68-b25802119f17	OBJ
50dcd7317ceebf2a27c9b373e8f93cef11f11c4b	SUBJ
de605cfb-aa8f-4950-a048-7427990b8bec	SUBJ
280f1cb84dd374af472b77d02be13b7f73799bb6	OBJ
MIS_1236-curl_02_002	OBJ
MIS_2-curl_04_011	SUBJ
1ba5e410-0557-4f00-bbe7-5ea5f2e2ee14	OBJ
902148ec-dda3-4736-b318-0f20c63a1cf3	SUBJ
MIS_2755-eurl_02_020	OBJ
d80768ea-31a2-4bc6-b705-82df7c9fef76	SUBJ
b20c222e-aad3-4dfb-9240-14173f74c45d	SUBJ
24cd1e99-58ba-4a40-9ea3-637cfb4bed41	SUBJ
e046170a-8483-4ec5-93e8-c91bb9ed0785	OBJ
c1e6c32ff7f3374a7a78d79d9ea1f1dd85205fbb	SUBJ
69d8ea4a-ec89-46d8-bfd6-36b5d5990dc2	OBJ
AlMasryAlYoum_29_7	SUBJ
MIS_652-eurl_01_006	OBJ
b2e893c1903e2c2aed4c709f06dad679e8ccc4ab	OBJ
1692161484861d91da5ef92aa218a8ed8b1deded	OBJ
ab0803c0-bf8c-4af5-a37f-954ade707141	SUBJ
9051b8bb-575b-437b-803e-ed57ab8ad542	OBJ
MIS_2146-eurl_02_014	SUBJ
ceda3471-0904-4452-8311-25cc0ff83763	SUBJ
1fcec522-734c-47b3-a577-a609acdd0ea3	SUBJ
Almayadeen_24_2	OBJ
80495cc9-45e5-4373-b367-3999fdbe537a	OBJ
97badeda-9fec-4d74-bf3f-8cd277da7245	OBJ
MIS_2092-curl_09_002	OBJ
7a38923b-31fe-4d93-bc44-9f71ec0fce93	SUBJ
53401355d67e0b11e2840d7cf4cd88c710c23ec5	OBJ
ada8e4a6-c6af-46db-8f20-51ff631b23fb	SUBJ
70c4455a-d550-4376-8765-3c72beae5562	SUBJ
012204d4-5e65-44e3-8938-b6083040ddf6	SUBJ
37677304-b136-453a-9bbe-eefc3d83454f	OBJ
MIS_2615-eurl_03_023	OBJ
3e2172f9-26db-497e-9886-01a30593b80b	SUBJ
61f93bdc-4c3e-4963-926c-0bbf139b44b9	OBJ
5bba1191-cc39-498d-884d-9dc7467f75e6	OBJ
68dcb02b0d0e1a7628a5020ecb358eebfae6d78c	SUBJ
d3f7c1a6-84b1-41e9-80fe-f0602b574ef8	OBJ
aa2186b3-3b14-4718-9418-1dd4576a5d30	SUBJ
MIS_1280-eurl_01_006	OBJ
4a173766-a9c3-4c97-8bed-ebff0e79a6d5	OBJ
83645be747f84920a1f680dad692949bbe838efe	OBJ
c1bb432e-3bca-4de5-bed0-2f2f7e5f888c	SUBJ
d35ce27514f58b2cd7cc7f3f8e4abcacb376fa54	OBJ
c31aa38cd26a6e06207381f79132dd29824a042b	OBJ
459e1ed3-2f25-41ef-912b-f9e778789b45	OBJ
91de2347-4b74-4ead-90cb-8951feaa97d1	OBJ
e1b65798-b41d-4ccd-b02b-96ada3cd37b6	SUBJ
1182cb0b19bc90d52f674c9821ca98f222a8eff7	OBJ
608a9cd1-1e5c-4734-bb0e-8dc9f409f77c	SUBJ
a03756a0-8f85-49ab-b6a5-a10a0e8c5cfe	OBJ
bf7c116d-262a-4905-94e1-85bba75c2a70	SUBJ
415a8c3d-2483-4328-b646-b61bf0fee941	OBJ
MIS_1250-eurl_02_014	OBJ
2a2f37de-326d-458b-8e52-8fc2a5b26334	OBJ
486b5198-1856-4f94-864e-0953959c1c3d	SUBJ
e592c063-e426-4820-a298-588e99da10de	OBJ
4599bab97d13b06f379ac5bb2e18a497b6835a9a	SUBJ
10b0bdf0-5292-4b99-b2c9-f0790bcbc654	OBJ
caf947b1-4603-49ce-a218-ff45596bf2af	OBJ
9fe3e2cc-37ba-4329-8d9b-302c10269e46	OBJ
MIS_2810-eurl_05_014	OBJ
595c04e0-45e0-451e-8866-c559c4e6f159	OBJ
4a662ee1-45c2-42cf-a9f3-35a82d1c30e6	OBJ
MIS_512-eurl_02_009	OBJ
9e265cf1-ba7c-49e0-b3b0-2721fb43825c	OBJ
76023077-e968-4804-843a-1129ff53db36	OBJ
8e7d7e1e-865f-4393-9637-443a412be776	SUBJ
2ff53aa3-864d-4de0-90a4-a69cd646d5ad	SUBJ
c708346b-764e-4ade-81a8-8bad7eb61dc6	OBJ
fc9986e8-bb29-45ae-aa05-2dbe0b9dc73c	SUBJ
36f2d2e0-8c1f-4b80-9c88-983b6ef04648	SUBJ
85a59ae2-36bc-4939-9cd9-4d96466ce89f	OBJ
MIS_628-eurl_03_001	OBJ
b94c1520-f8c0-474a-ad45-75c595d90815	SUBJ
eef6020d-5c5b-48ec-85e9-ffb617ee17df	OBJ
e69577ac-6e7e-4147-92da-3eca52da207b	OBJ
7ecc586b-7004-4aeb-b384-2e86d010921d	OBJ
99457a75-c112-4e88-9403-24bf31dd6a27	SUBJ
ab4a9eea-ab03-403b-9526-187c3e614f36	OBJ
MIS_446-eurl_01_007	SUBJ
137e6574c688ed7219de028c9076e2bd1ba45e4d	OBJ
c2f88c52-4bd3-42ad-b62f-c949d1a966d3	SUBJ
df3b4657-c55f-40b7-811b-8db864728fd9	OBJ
75e930c5-607d-4e0d-8c9a-ad0cfb372cd4	SUBJ
RTArabic_19_1	SUBJ
3243d4bb-838f-4fcf-bb5d-f52da208f7c2	OBJ
10cc352c491a3a694f6c2bc97c2bb1dbf1756ee1	OBJ
20d9f2aa-be8f-40ab-9fa7-00f9d152bd60	OBJ
6fb81d41-a326-4101-9241-65f3324a5621	OBJ
MIS_2375-eurl_02_002	OBJ
806f25fd1d74e4b1b4b8fd2c7225333ef47187cb	OBJ
b00756e1-2ef6-4a71-bb72-e4f2b0b72412	SUBJ
a6352f6b-2876-45d0-acc1-1d59e911aa71	SUBJ
bd4d2543c90e3bb52cec7a84ffc11eacf5ea39ff	OBJ
2e0793a9596caa17de3e1211a314152abf1d9c81	SUBJ
MIS_2272-eurl_01_009	OBJ
370473ce-fcde-4fd4-a98d-6018c2061c58	OBJ
0c782ae5-857c-44cd-b952-d6bb22032bca	SUBJ
7eade45b-f65a-4a5d-97f3-35bdd8683e69	SUBJ
ff07867e-d957-4be1-9314-331571c6c92c	SUBJ
Almayadeen_38_20	OBJ
29a49849-0bb3-485f-9664-08ac2ddde06c	OBJ
14cee66e-fc56-427c-b2bf-039adbc7d56b	OBJ
e8ed0b8b-87c6-4086-b4d5-ce7356fe333d	SUBJ
2c43036a-a0f8-489d-a8cb-d6990dc3d336	OBJ
94ed91fa-b558-4155-a29f-639a4d5d9a00	OBJ
6cc69b5a-8dde-4c3e-b525-541e26d29017	SUBJ
d7505995-4c8c-4049-b540-2810b58960b9	SUBJ
5f51d4871307fc6de4f54b75e27185c7f26407bd	OBJ
2c4178c6-cf01-48f4-8208-f9de8ea9b183	OBJ
MIS_2338-eurl_02_028	OBJ
dcd0237d-15ec-449b-892c-0e3e68e8ada3	SUBJ
b747a22da16bfc3055bae911e978d652aec0aa02	OBJ
1a39bb4c-39d5-45b4-8d3f-58d93d792485	OBJ
MIS_339-curl_01_027	SUBJ
FAT_833-eurl_02_022	OBJ
c4232d6d1d1c60961afabe248cc1b5ede14b7ad4	OBJ
0d8229cdea163f3e6f2c31078306dbd72c41cdb0	OBJ
532df42e9e06a9a66d1fbeb1941197304ffad585	OBJ
0bd5d1fa-8d88-4365-9bf0-36a0e1536181	SUBJ
af2a2b83a9c1c25ca7fc3e6434512af6e7dd03bd	OBJ
MIS_395-curl_05_001	OBJ
MIS_686-eurl_02_013	OBJ
5afb9015-21e9-4aeb-8ceb-364a840f3a3c	OBJ
feed8e70-82e3-4be2-ba4e-060310d93691	SUBJ
8523caa3-d162-4a3c-befc-3b7728ec3ee8	OBJ
560f1491c021991d1cd890b1607ecbda9790688b	SUBJ
CNN_14_15	OBJ
ecbbdd43765f6e520f7bcef24623be2bcf362d94	OBJ
b37f55cd-aa13-4c59-8b6d-579b5fbc9710	SUBJ
1be3d2f7-bed1-489c-a980-cfeb9d698901	SUBJ
ef3624e9a5d1f18cc2df6fc4acfa257b619c3268	SUBJ
e45fe03e-3df6-4cce-9172-e146b001713c	SUBJ
db5243b5-245a-4ea9-8643-22beb3fe1ffa	OBJ
b83123fb-2792-4a0b-a260-1e0441bfa203	OBJ
23b3bba5-684b-45ca-a818-22fcf35f921c	OBJ
MIS_572-curl_15_003	OBJ
d7424c75-7ee0-4164-8add-9500bf9d96ab	SUBJ
0295e187-daa9-4d68-b401-7decaf3a1407	OBJ
Almayadeen_39_8	SUBJ
0c9baf85-8e53-4d2c-a814-fc0476486748	SUBJ
ecbec0b8-c138-4c5e-b0fc-0b178e42e48e	SUBJ
926cd4e578e065e21f184b2adb31eba8bbf54a6f	SUBJ
6c68c737-c059-4f69-bc00-50f9f5d3b17a	SUBJ
MIS_2922-eurl_03_005	OBJ
ae60c706-5073-4495-9251-3f8b67eb32d7	OBJ
9fe58359c96602ebe9a51501c0ad1ecfb8c0793e	SUBJ
69cf52dac39cd1c5dc17baedf797c719cfbe43d9	OBJ
aaf96602-dd42-4437-8978-7aacc7031f46	OBJ
89243587-d1d2-4b52-94d8-6cd970773d45	OBJ
36f43668-4a41-47d2-ba81-4e4e68d3eef2	OBJ
8c79666d2cf9b8f012a18becc10270e6fd30f017	OBJ
3b22f751-f02c-4f0a-93db-787a1a3ec3b7	OBJ
a811bbbf8773747f5bfc9ebdbf3ac38ff1a426b3	SUBJ
35128316cfe8291fac6520e69b1eb95c1e9e7061	SUBJ
c74f375a-e035-4bde-9cea-60584977265a	OBJ
6ab153c4f2d498c231b750245a39fac98354b3b2	SUBJ
f3b56ce07670bfde9b64962c7b4cbcf358d6e1a4	OBJ
16c5a02f-23ad-4aba-aa96-3573ecfd551a	OBJ
d5375999-2766-4a9f-96cd-6819157d6951	OBJ
73696bc7-318f-4a12-adc1-ba3fb202a7a0	SUBJ
76dc8548-a132-49d5-9596-6a8b678641cf	SUBJ
cba5dec9-97ab-49db-bf71-2680ccbd309c	OBJ
6c6abf1d-3d7e-43f6-9ec2-1ac318118c4b	SUBJ
244d05f4-c912-43c6-a76c-dde763245a73	OBJ
eda88faf-3e4e-4369-a4ad-302cda85b99b	OBJ
7da5b237-22c8-426c-bebd-222c9311ccb2	SUBJ
df826b1c-1c96-4448-b59e-b8bead7374d9	OBJ
4bdbf0f7020f54395245b7be7977667400e6b207	SUBJ
095f5d6c-511c-44ce-9c48-3cdc1aadce8f	OBJ
6f65fa60-0a81-4606-a864-a27d2be0397c	OBJ
2f5ca963aa030d6f634d733475ad1c1fc899a208	SUBJ
adc58c85-c01b-4940-93b4-d793c63b1960	SUBJ
e6b6f43d-b414-49cf-b644-253093a8c63d	OBJ
9e230aa5-6726-4e79-bacb-dcaa393d0104	OBJ
MIS_2406-eurl_01_002	OBJ
618ae73625346cba8a549a4ea2e5cfa677293fac	SUBJ
83058341-fc0a-414a-8a38-c14cf8113d14	SUBJ
941cd5b8-26f0-4a94-ad2d-19ad40c2b0e2	OBJ
d5b5bb04-0a6e-4a2d-a25e-b59d3e79b00a	SUBJ
0e0b5ad79b5fb65e8d035b6bf82aa91fa12ba678	SUBJ
bb013a446bd9d4d529841c75f12dd3eacd48466b	SUBJ
6122dde7-67cd-48b0-bd98-ceee2cadecb0	OBJ
FAT_1030-eurl_04_004	OBJ
b30e2eab-de6f-4951-9d90-03b7f14b388c	SUBJ
608e391c-d968-4371-920c-a3587ca27c27	SUBJ
f5dfc91e-11fb-4716-aafe-c08d14f3b3cb	SUBJ
c07b0c99-5e63-4c60-8c2a-9844806035ca	SUBJ
9f99a4d2-4b83-4c8d-8131-98fe1af7f338	OBJ
ba31b292-a3b5-49ff-9f1e-3b10f066a02c	OBJ
MIS_2120-curl_05_058	OBJ
fa2f2ca43542e8f4fb05816eb0548c845d3da34e	SUBJ
dec2a32e-d7e5-4d60-a3f7-7a8bc3652cc0	SUBJ
3df027e8845ad53011f8dba0e6718d57d8ba722a	OBJ
MIS_202-curl_04_003	OBJ
7878c2d591dbff78bab0947fafb7b59926a72603	OBJ
FAT_995-curl_03_014	OBJ
27867827-abaf-48ef-a2f8-b6d9e9e94f17	SUBJ
fc8d286f1fbc76ae2637a461ca8b47ea3f1bc8a7	SUBJ
6ab38e7f-9e0a-4078-83e2-2736c4ad703d	OBJ
da9781b11c2d3781e82b9b996eba471f3ad9cb3d	OBJ
AFP_674-eurl_03_017	OBJ
879c8587-88f0-4645-94d6-8f32dd57db8a	OBJ
FAT_540-eurl_02_036	OBJ
RTArabic_17_14	SUBJ
bb54b57a-9c91-467e-a131-987e54e49410	SUBJ
dedfa6fe-ec8c-432e-865c-e91491c9178b	SUBJ
f85a4acc-5979-40e7-8988-d42031a4774b	OBJ
3ddf42bf2562b060ab79d1f3a9e6a10633b0681c	OBJ
d327736cbc8836fb771f3f9c9a64fca517306391	OBJ
25cc48b5-5e5e-444d-b290-aa3d7589628c	SUBJ
3e8f743ca09072003b0a9baaeebd38a0c0bca31c	OBJ
2927f4b8-2d83-466c-bd4d-d3a82e62d406	OBJ
11dbceca-c937-4d60-8c23-65cbdfeb488d	SUBJ
1d6e248d-2751-4538-a701-f27f007cf753	SUBJ
RTArabic_16_2	SUBJ
MIS_1875-eurl_04_010	OBJ
AFP_47-eurl_02_013	SUBJ
AJ_16_30	SUBJ
b6339712-9c88-419f-af26-93ef09f88de7	SUBJ
7ddfaef3-fef0-45d9-b410-1a2cff546b8a	SUBJ
7520db15-50a6-415c-9af5-d280df27bca7	SUBJ
MIS_429-eurl_01_004	OBJ
d2538a7b-344e-4566-a2c0-6babfffdf47e	OBJ
8464bb86ebe5d3f122e17c54c8113dbe6776b883	SUBJ
1a3f25d3-889e-43bc-913f-95df8cd4f9a1	SUBJ
15c02fea-0381-495a-bab4-87e4948ee30e	OBJ
178b9375-3ec8-4952-ad15-a767dee459d0	OBJ
c22814f9-f394-4630-b164-9830f077b6e9	SUBJ
94e615d8d41d6baf2b1925d19f62f1fef6250d66	OBJ
MIS_202-curl_04_009	OBJ
fcfca4eb-6751-49e4-a57b-50b222744a8c	OBJ
c3020309-0830-410f-80a5-571157ae13a5	OBJ
VER_647-eurl_01_024	SUBJ
39a005bb37b6241f862cdf0dae5cb976c6c9a75d	OBJ
880f4824-f940-4189-a369-e1157f635e7c	OBJ
AJ_8_30	SUBJ
MIS_2798-eurl_02_010	OBJ
45148e72-b808-4cc8-9cce-19fc4bd93d75	OBJ
38e42165-d876-4ee8-9501-dd03fab6060a	OBJ
f49f53c5c06005876ea75ba7fbeec5d58aba6090	OBJ
AlArabiya_7_5	OBJ
934924a8-4519-43b2-b407-acae60094124	OBJ
58d5806407abc05a1994b54437705f93a21efb7a	SUBJ
2df3a4c4a5e9630d7937cc358ad8ec65fe947906	SUBJ
57b37399-616a-4fb0-bf34-0302086108e3	OBJ
fb5da99c-0395-4f14-a369-5e104419e07a	SUBJ
830c31b9fcd60ee59895108dd14fbcddbb36f44b	OBJ
2307d140-930f-4a65-bc7b-db704a58c8ea	OBJ
MIS_702-eurl_02_009	OBJ
MIS_690-eurl_01_025	SUBJ
FAT_313-eurl_02_015	OBJ
102c8bb3-7210-4678-bc81-645d15af1bbf	SUBJ
fa9fdd7a-5296-4453-b895-4a025b47134b	OBJ
956f78a7e4a080594f53394e9ee32b10f8fdda70	OBJ
0ecd49b7-2e97-454d-b83d-b09d1a679364	OBJ
025182c0-ae46-4cca-a81a-bc1c27f334a5	OBJ
b5ffb2f6-db60-48c4-9a42-c93363421c71	SUBJ
aabe23fe-11b8-48e3-9df8-e2aa29a5bbc7	SUBJ
MIS_966-eurl_03_013	OBJ
9babc0bf-be11-45df-971f-634ebb771b2d	SUBJ
5381beb4-e5ae-4ddc-94bb-ca89a948cfe3	SUBJ
cd315446-49c3-4b21-b08e-718dee564c80	OBJ
b2afc4a2-a2af-4998-a2dd-c5f528f231ad	SUBJ
8236d84f-d193-4d17-9037-729e8c5ed353	SUBJ
0ca4d85bde450c616101ee7dff030eb6d9a4f649	OBJ
d9aa2c9e-a51f-4b17-a93b-e7e588d850fa	OBJ
86e38756d0182b441512291549b89b4a78b40e6d	SUBJ
069d2a92-d71c-466b-8b28-9a83f2aa9f55	SUBJ
ccdc640d-89bf-4d1c-aae9-f4bc603244bb	OBJ
4ca61c82-2cc0-4766-9187-03c040c991a4	SUBJ
bbe7ea1a-2d7c-4633-9a8d-7e7cec11c5aa	SUBJ
ca6f4b65118fb48542715514639a22aa24aa65c5	SUBJ
b2a3a5ee-7208-4371-8bdd-3de41d4b9486	OBJ
ff172375-ead7-4e53-adc5-fe5228748034	OBJ
edd27a622a2b14443ab820d49d344840918c457b	SUBJ
c12de058-79c6-456a-8d93-6bda58174d60	OBJ
36d9ccdb9f1c63228502845d7adf5831aab3e6d1	SUBJ
8cbb0f1f-5c2c-4de5-867a-459918e5f269	OBJ
ebd4665e-c97c-46f4-8106-b4348f8782eb	SUBJ
MIS_1093-curl_05_004	OBJ
b23af787-5cae-429a-a7be-8ebed6a9f0d9	SUBJ
MIS_2-curl_04_008	OBJ
aaed004bda368e33b955482b66105901216a7c24	OBJ
41ece2d7-2c31-4f31-975b-9684c49518a5	SUBJ
f7d1036eeb4ed990610ecc5470e95411420612f6	SUBJ
Almayadeen_30_17	OBJ
92248bf2-7431-4f89-b390-666c679dbb6b	OBJ
Almayadeen_5_32	OBJ
11a5d91e5f0f36cbfc3e236f53f8952e300a8758	SUBJ
e707436a-6dd3-41c4-be1a-16cdf2efd2b9	SUBJ
c15c4e4ece3e957e67c353adef5e322561105971	OBJ
f8db8d298dc0e80da7e414c6da04e2fbe2ddc396	OBJ
MIS_1082-curl_03_024	SUBJ
edf321bc-2093-4860-adc7-bda9c723a0ce	SUBJ
c8f1c25f-c47a-45b2-bfc6-c42d824597f3	OBJ
ea78ff18-700c-486a-89d2-ee428eb9377a	SUBJ
FAT_1414-eurl_03_058	SUBJ
8db8a74b-bf27-4e03-947b-64c7ad80e233	OBJ
AJ_3_10	SUBJ
4a0f537c-573a-4af9-8d53-ce84d6ed255c	OBJ
b3dad6be-bcb9-47c8-98f1-732c788a59de	OBJ
67e56d59-06f5-45c4-84c9-f5408ac50587	SUBJ
9876e047-cecd-4f4d-997c-fd837d3bca9e	OBJ
FAT_726-eurl_03_001	SUBJ
8f462f42-f8b1-4219-b2e4-0756e7688e7a	OBJ
13da7afa77ae83eb8fbe418c66a40fe4b005e40f	OBJ
FAT_336-eurl_05_012	OBJ
104be54ef9619344dac4d5ea9327c660a833f318	OBJ
FAT_1221-eurl_04_008	OBJ
MIS_2270-eurl_03_001	OBJ
430d046d-43dc-41b9-9f9c-d7bf39071e75	SUBJ
7b03307078c56dbd0ef42e8961f6be4ca47ae223	OBJ
e45e085aa9837953e6ae12b8f0f653c8d1884226	OBJ
77b51bf2-2907-4828-83f0-c5e4c7e36969	SUBJ
6d67a860-1486-4381-98aa-e8b730ba982b	OBJ
dc1e4ddf-21f4-4fd8-a01c-4dfce9fda2f2	OBJ
d106c4f1-ec49-49d9-91ce-e3c0f9056b0e	SUBJ
8eca1e5d-862e-4f28-b781-467928db9929	OBJ
392ef3bb-872c-43bd-8274-e3a19271a5e8	SUBJ
b256f52b-e2ce-49f5-b3be-8b2e48e99000	SUBJ
ebe11b7e-4a3d-44d1-b2fb-64ef9b0dc36d	OBJ
85dcf157-56b2-4ffd-8901-e14b0b4137d9	OBJ
e606bd2545f945c749035ee51c6e4fad24157095	SUBJ
2f82c494-ef5f-4283-a0b2-8870c3fd7396	OBJ
4560135a-cdc0-440c-a85e-acee66aa4680	OBJ
d99efac8000fd6f2594efc4ad509470bf719d62f	OBJ
18d025bd-b6b8-4b8f-adae-c73a9f2183ab	OBJ
0ba822bf6495da29b528db61dd6538ec30463c42	SUBJ
136dbb0d-e8cc-4cec-bc7e-af6497323542	OBJ
MIS_855-curl_05_006	OBJ
8f27dd506398e3af50b865c805f27f6ab1ed5518	OBJ
c3732c1d-bf27-4b61-b5e4-537e4290f4da	OBJ
87583baa-5f76-43ff-9de9-2170d1fb9029	OBJ
8ad792eb-e877-436c-8de8-8c723344b54b	OBJ
AlArabiya_9_14	SUBJ
MIS_2454-eurl_04_022	OBJ
a3e3d458-3738-4aec-941b-535ed81a5390	SUBJ
ac5c5245-c374-48ce-b764-2a944d45624d	SUBJ
4429f748-8bb9-4b73-b6e2-2e2e27aaf383	SUBJ
FAT_336-eurl_05_008	OBJ
22ab977c-ad81-476b-90c0-829ac718db90	SUBJ
c6ef556b-0bad-45ea-b0c3-ac965ad5a682	OBJ
MIS_1955-eurl_01_012	SUBJ
MIS_1781-eurl_01_008	OBJ
CNN_23_1	OBJ
AJ_16_5	SUBJ
